POSICIÓN,AREA,Á.LIQ.,GRUPO DE PERSONAL,CODIGO POSTAL,MOTIVO DE LA RENUNCIA,BANDA,BAJA,REGLAPHT,ALTA,AÑOS,MESES,ANTIGÜEDAD,SEXO,LUGAR DE NACIMIENTO,NACIONALIDAD,EDAD,¿CUANTO TIEMPO TIENE VIVIENDO EN CD. JUAREZ?,ESTADO CIVIL,HIJOS,Distancia,TIEMPO VIVIENDO EN CD JUAREZ - CATEGORIA,TIENE HIJOS,TIPO DE RENUNCIA,Latitud,Longitud
POS1921,MFS,S5,Direct,32575,INSATISFACCIÓN PERSONAL,DO,2023-05-30,JS011500,2023-01-17,0,4.433333333333336,133,M,VERACRUZ,Mexican,32,,Soltero,0,6025.403146377439,Menos de 1 Año,Sí,VOLUNTARIA,31.61535,-106.3810634
POS1921,MFS,S5,Direct,32590,CAMBIO DE DOMICILIO,DO,2023-05-30,JF010600,2013-05-13,10,122.3,3669,F,CHIHUAHUA,Mexican,46,,Soltero,3,7616.7347145514395,Menos de 1 Año,No,VOLUNTARIA,31.60245833,-106.3884333
POS1323,VS1,S5,Direct,32575,PROB PERSONALES Y FAM ,DO,2023-05-30,JF010600,2023-02-09,0,3.6666666666666665,110,M,OAXACA,Mexican,21,9-10 Years,Soltero,0,6025.403146377439,10+ Años,Sí,VOLUNTARIA,31.61535,-106.3810634
POS2939,VS4,S5,Direct,32599,TRANSFERENCIA ENTRE PLANTA,DO,2023-05-30,JT012324,2023-03-23,0,2.2666666666666666,68,F,CHIHUAHUA,Mexican,22,10+ Years,U-Libr,2,13593.46846802786,10+ Años,No,VOLUNTARIA,31.55363333,-106.4151273
POS538,VS5,S5,Direct,27000,PROB PERSONALES Y FAM ,DO,2023-05-30,JF060600,2022-10-20,1,7.4,222,M,ZACATECAS,Mexican,19,10+ Years,Soltero,0,737350.801614168,10+ Años,Sí,VOLUNTARIA,25.549,-103.3806
POS1323,VS5,S5,Direct,32599,PROB PERSONALES Y FAM ,DO,2023-05-30,JT012324,2023-01-12,0,4.6,138,F,CHIHUAHUA,Mexican,24,3-4 Years,Soltero,1,13593.46846802786,4-6 Años,No,VOLUNTARIA,31.55363333,-106.4151273
POS2939,VS5,S5,Direct,32599,PROB PERSONALES Y FAM ,DO,2023-05-30,JS011500,2023-03-16,0,2.5,75,F,COAHUILA,Mexican,34,,U-Libr,3,13593.46846802786,Menos de 1 Año,Sí,VOLUNTARIA,31.55363333,-106.4151273
POS2003,VS5,S5,Direct,32575,OTRO EMPLEO,DO,2023-05-30,JF050600,2015-04-08,8,99.13333333333333,2974,M,CHIAPAS,Mexican,26,10+ Years,Soltero,0,6025.403146377439,10+ Años,Sí,VOLUNTARIA,31.61535,-106.3810634
POS538,VS7,S5,Direct,32599,OTRO EMPLEO,DO,2023-05-30,JT031800,2016-11-02,7,80.0,2400,F,CHIHUAHUA,Mexican,25,10+ Years,Soltero,0,13593.46846802786,10+ Años,No,VOLUNTARIA,31.55363333,-106.4151273
POS1323,VS1,S5,Direct,32590,NO REGRESO   NO DIO RAZÓN,DO,2023-05-30,JS011500,2023-02-16,0,3.433333333333333,103,F,VERACRUZ,Mexican,45,,Soltero,2,7616.7347145514395,Menos de 1 Año,No,VOLUNTARIA,31.60245833,-106.3884333
POS538,VS9-ABS,S5,Direct,32575,PROB PERSONALES Y FAM ,DO,2023-05-30,JF060600,2019-10-24,4,43.8,1314,F,CHIHUAHUA,Mexican,36,10+ Years,U-Libr,2,6025.403146377439,10+ Años,Sí,VOLUNTARIA,31.61535,-106.3810634
POS1376,VS1,S5,Direct,32699,PROB PERSONALES Y FAM ,DNO,2023-05-30,JF010600,2014-01-08,9,114.3,3429,F,VERACRUZ,Mexican,34,25 years,Casad,3,7522.064631144397,10+ Años,Sí,VOLUNTARIA,31.6344,-106.4243
POS538,VS9-ABS,S5,Direct,32598,NO REGRESO   NO DIO RAZÓN,DO,2023-05-30,JT031800,2023-01-17,0,4.433333333333336,133,M,OAXACA,Mexican,23,10+ Years,Soltero,0,14816.703036317265,10+ Años,Sí,VOLUNTARIA,31.55193333,-106.4378667
POS1323,VS1,S5,Direct,32598,OTRO EMPLEO,DO,2023-05-30,JS011500,2019-09-24,4,44.8,1344,F,OAXACA,Mexican,28,,Soltero,0,14816.703036317265,Menos de 1 Año,No,VOLUNTARIA,31.55193333,-106.4378667
POS2062,VS4,S6,Exempt,32600,OTRO EMPLEO,E3,2023-06-01,ADMINIST,2017-03-16,6,75.6,2268,M,SINALOA,Mexican,36,10+ Years,Casad,0,18460.21130274533,10+ Años,No,VOLUNTARIA,31.5523,-106.49715
POS1323,VS9-ABS,S5,Direct,32599,TRANSFERENCIA ENTRE PLANTA,DO,2023-06-02,JF010600,2017-11-02,6,67.93333333333334,2038,F,GUANAJUATO,Mexican,25,,Soltero,0,13593.46846802786,Menos de 1 Año,No,VOLUNTARIA,31.55363333,-106.4151273
POS538,VS1,S5,Direct,32575,NO REGRESO   NO DIO RAZÓN,DO,2023-06-05,JF060600,2023-03-09,0,2.933333333333333,88,F,CHIHUAHUA,Mexican,29,,Casad,2,6025.403146377439,Menos de 1 Año,No,VOLUNTARIA,31.61535,-106.3810634
POS1683,CTG,S6,Exempt,32575,TRANSFERENCIA ENTRE PLANTA,E4,2023-06-05,ADMINIST,2013-07-15,10,120.4,3612,M,DURANGO,Mexican,32,,Soltero,0,6025.403146377439,Menos de 1 Año,Sí,VOLUNTARIA,31.61535,-106.3810634
POS347,LOG,S5,Direct,32575,NO REGRESO   NO DIO RAZÓN,DNO,2023-06-05,JF010600,2016-02-24,7,88.6,2658,M,DURANGO,Mexican,30,10+ Years,U-Libr,4,6025.403146377439,10+ Años,No,VOLUNTARIA,31.61535,-106.3810634
POS347,LOG,S5,Direct,32575,OTRO EMPLEO,DNO,2023-06-06,JS011500,2018-05-17,5,61.53333333333333,1846,M,COAHUILA,Mexican,33,10+ Years,Casad,0,6025.403146377439,10+ Años,Sí,VOLUNTARIA,31.61535,-106.3810634
POS538,VS9-ABS,S5,Direct,32575,PROB PERSONALES Y FAM ,DO,2023-06-06,JT031800,2022-12-01,1,6.233333333333334,187,F,VERACRUZ,Mexican,27,,Soltero,1,6025.403146377439,Menos de 1 Año,No,VOLUNTARIA,31.61535,-106.3810634
POS1323,VS9-ABS,S5,Direct,32575,NO REGRESO   NO DIO RAZÓN,DO,2023-06-06,JS011500,2022-12-08,1,6.0,180,F,VERACRUZ,Mexican,26,,Soltero,0,6025.403146377439,Menos de 1 Año,Sí,VOLUNTARIA,31.61535,-106.3810634
POS1380,MFS,S5,Direct,32695,RAZONES MÉDICAS,DO,2023-06-06,JT031800,2023-01-05,0,5.066666666666666,152,F,CHIHUAHUA,Mexican,49,10+ Years,Soltero,2,14766.084763351962,10+ Años,No,VOLUNTARIA,31.568878,-106.461794
POS1380,MFS,S5,Direct,32695,CAMBIO DE DOMICILIO,DO,2023-06-06,JF060600,2017-05-04,6,74.13333333333333,2224,F,CHIHUAHUA,Mexican,26,10+ Years,Soltero,1,14766.084763351962,10+ Años,Sí,VOLUNTARIA,31.568878,-106.461794
POS2003,MFS,S5,Direct,32599,TRA LFT Y REGLAMENTO INT,DO,2023-06-06,JF010600,2011-04-13,12,147.9,4437,M,CHIHUAHUA,Mexican,39,,U-Libr,1,13593.46846802786,Menos de 1 Año,Sí,DESPIDO,31.55363333,-106.4151273
POS1323,VS1,S5,Direct,32575,PROB PERSONALES Y FAM ,DO,2023-06-06,JF010600,2017-08-31,6,70.16666666666667,2105,F,VERACRUZ,Mexican,37,,Casad,0,6025.403146377439,Menos de 1 Año,Sí,VOLUNTARIA,31.61535,-106.3810634
POS1323,VS4,S5,Direct,32574,PROB PERSONALES Y FAM ,DO,2023-06-06,JT012324,2023-02-16,0,3.6666666666666665,110,M,CHIHUAHUA,Mexican,29,10+ Years,Soltero,2,4268.086649052309,10+ Años,No,VOLUNTARIA,31.6384,-106.3865
POS1323,VS9-ABS,S5,Direct,32575,TRANSFERENCIA ENTRE PLANTA,DO,2023-06-09,JS011500,2022-12-08,1,6.1,183,F,OAXACA,Mexican,21,,Soltero,0,6025.403146377439,Menos de 1 Año,Sí,VOLUNTARIA,31.61535,-106.3810634
POS538,VS9-ABS,S5,Direct,32575,NO REGRESO   NO DIO RAZÓN,DO,2023-06-12,JT031800,2022-12-29,1,5.5,165,F,VERACRUZ,Mexican,36,,U-Libr,2,6025.403146377439,Menos de 1 Año,No,VOLUNTARIA,31.61535,-106.3810634
POS538,VS5,S5,Direct,32575,OTRO EMPLEO,DO,2023-06-13,JT031800,2022-08-25,1,9.733333333333333,292,M,CHIHUAHUA,Mexican,21,10+ Years,Soltero,0,6025.403146377439,10+ Años,Sí,VOLUNTARIA,31.61535,-106.3810634
POS538,VS9-ABS,S5,Direct,32576,OTRO EMPLEO,DO,2023-06-13,JT031800,2022-09-08,1,9.26666666666667,278,M,CHIHUAHUA,Mexican,24,10+ Years,U-Libr,0,6376.805488828199,10+ Años,No,VOLUNTARIA,31.61711429,-106.3917643
POS538,VS9-ABS,S5,Direct,32575,OTRO EMPLEO,DO,2023-06-13,JF060600,2022-09-08,1,9.26666666666667,278,F,CHIHUAHUA,Mexican,28,10+ Years,Casad,1,6025.403146377439,10+ Años,No,VOLUNTARIA,31.61535,-106.3810634
POS1323,VS1-HOUS,S5,Direct,32575,ESTUDIOS,DO,2023-06-13,JF010600,2022-09-29,1,8.566666666666668,257,F,CHIHUAHUA,Mexican,21,,Soltero,0,6025.403146377439,Menos de 1 Año,Sí,VOLUNTARIA,31.61535,-106.3810634
POS1323,VS5,S5,Direct,32575,MATRIMONIO,DO,2023-06-13,JT012324,2023-01-12,0,5.066666666666666,152,F,CHIAPAS,Mexican,30,2-3 Years,U-Libr,2,6025.403146377439,1-3 Años,No,VOLUNTARIA,31.61535,-106.3810634
POS2939,VS7,S5,Direct,32575,PROB PERSONALES Y FAM ,DO,2023-06-13,JT012324,2023-03-30,0,2.5,75,F,CHIHUAHUA,Mexican,25,7-8 Years,Soltero,2,6025.403146377439,7-9 Años,Sí,VOLUNTARIA,31.61535,-106.3810634
POS1323,VS9-ABS,S5,Direct,32575,TRA AUSENTISMOS CONTINUOS,DO,2023-06-13,JS011500,2023-02-02,0,4.366666666666666,131,F,COAHUILA,Mexican,38,,U-Libr,3,6025.403146377439,Menos de 1 Año,Sí,DESPIDO,31.61535,-106.3810634
POS2939,VS7,S5,Direct,32599,NO REGRESO   NO DIO RAZÓN,DO,2023-06-14,JT012324,2023-06-01,0,0.4333333333333333,13,F,CHIAPAS,Mexican,24,3-4 Years,Soltero,0,13593.46846802786,4-6 Años,Sí,VOLUNTARIA,31.55363333,-106.4151273
POS2939,VS7,S5,Direct,32576,NO REGRESO   NO DIO RAZÓN,DO,2023-06-14,JT012324,2023-06-01,0,0.4333333333333333,13,F,DURANGO,Mexican,24,9-10 Years,Soltero,1,6376.805488828199,10+ Años,No,VOLUNTARIA,31.61711429,-106.3917643
POS2939,VS9-ABS,S5,Direct,32575,NO REGRESO   NO DIO RAZÓN,DO,2023-06-15,JF010600,2023-06-01,0,0.4666666666666668,14,F,CHIHUAHUA,Mexican,24,,U-Libr,1,6025.403146377439,Menos de 1 Año,Sí,VOLUNTARIA,31.61535,-106.3810634
POS1116,LOG,S6,Managers,32548,TRANSFERENCIA ENTRE PLANTA,SL1,2023-06-16,ADMINIST,2008-05-12,15,183.76666666666665,5513,F,QUERETARO,Mexican,38,,Casad,0,3650.904795956228,Menos de 1 Año,Sí,VOLUNTARIA,31.6895,-106.3775
POS1376,VS5,S5,Direct,32560,TRA JUBILACIÓN,DNO,2023-06-16,JF010600,2012-09-04,11,131.23333333333335,3937,F,CHIHUAHUA,Mexican,60,10+ Years,Soltero,1,10674.237037613495,10+ Años,No,DESPIDO,31.58701111,-106.4203889
POS1323,VS9-ABS,S5,Direct,32500,CAMBIO DE DOMICILIO,DO,2023-06-20,JF010600,2018-08-16,5,58.966666666666654,1769,M,ZACATECAS,Mexican,28,3-4 Years,Soltero,0,11616.135671000697,4-6 Años,Sí,VOLUNTARIA,31.6284,-106.4681333
POS1323,VS7,S5,Direct,32575,INSATISFACCIÓN PERSONAL,DO,2023-06-20,JF010600,2019-08-22,4,46.6,1398,F,CHIHUAHUA,Mexican,24,10+ Years,Soltero,0,6025.403146377439,10+ Años,No,VOLUNTARIA,31.61535,-106.3810634
POS538,VS9-ABS,S5,Direct,32599,ESTUDIOS,DO,2023-06-20,JF060600,2021-01-07,2,29.8,894,F,CHIHUAHUA,Mexican,22,10+ Years,Soltero,0,13593.46846802786,10+ Años,No,VOLUNTARIA,31.55363333,-106.4151273
POS1380,MFS,S5,Direct,32575,PROB PERSONALES Y FAM ,DO,2023-06-20,JT031800,2022-09-08,1,9.5,285,M,CHIHUAHUA,Mexican,28,10+ Years,U-Libr,2,6025.403146377439,10+ Años,No,VOLUNTARIA,31.61535,-106.3810634
POS538,VS9-ABS,S5,Direct,32575,PROB PERSONALES Y FAM ,DO,2023-06-20,JT031800,2023-01-10,0,5.366666666666666,161,F,CHIHUAHUA,Mexican,19,,Soltero,0,6025.403146377439,Menos de 1 Año,Sí,VOLUNTARIA,31.61535,-106.3810634
POS1380,MFS,S5,Direct,32695,ESTUDIOS,DO,2023-06-20,JT031800,2023-02-16,0,4.133333333333336,124,M,CHIHUAHUA,Mexican,23,,Soltero,0,14766.084763351962,Menos de 1 Año,No,VOLUNTARIA,31.568878,-106.461794
POS1323,VS7,S5,Direct,32575,OTRO EMPLEO,DO,2023-06-20,JT012324,2007-01-18,16,199.9,5997,F,BAJA CALIFORNIA,Mexican,41,10+ Years,U-Libr,3,6025.403146377439,10+ Años,No,VOLUNTARIA,31.61535,-106.3810634
POS1323,VS9-ABS,S5,Direct,32575,PROB PERSONALES Y FAM ,DO,2023-06-20,JS011500,2019-08-22,4,46.6,1398,F,CHIHUAHUA,Mexican,37,7-8 Years,U-Libr,3,6025.403146377439,7-9 Años,Sí,VOLUNTARIA,31.61535,-106.3810634
POS1323,VS9-ABS,S5,Direct,32699,NO REGRESO   NO DIO RAZÓN,DO,2023-06-22,JS011500,2020-12-10,3,30.8,924,F,CHIHUAHUA,Mexican,21,,Soltero,0,7522.064631144397,Menos de 1 Año,Sí,VOLUNTARIA,31.6344,-106.4243
POS2939,VS9-ABS,S5,Direct,32590,NO REGRESO   NO DIO RAZÓN,DO,2023-06-22,JS011500,2023-06-01,0,0.7000000000000001,21,F,BAJA CALIFORNIA SUR,Mexican,31,,U-Libr,3,7616.7347145514395,Menos de 1 Año,No,VOLUNTARIA,31.60245833,-106.3884333
POS1323,VS1,S5,Direct,32584,TRANSFERENCIA ENTRE PLANTA,DO,2023-06-23,JT012324,2014-11-05,9,105.06666666666666,3152,F,CHIHUAHUA,Mexican,31,10+ Years,U-Libr,2,4874.712011839221,10+ Años,Sí,VOLUNTARIA,31.6469,-106.4003
POS1323,VS9-ABS,S5,Direct,32594,TRANSFERENCIA ENTRE PLANTA,DO,2023-06-23,JF010600,2015-03-18,8,100.63333333333333,3019,F,VERACRUZ,Mexican,48,,Casad,3,4457.987355144733,Menos de 1 Año,Sí,VOLUNTARIA,31.6436,-106.3934333
POS251,HSE,S6,Exempt,32553,TRANSFERENCIA ENTRE PLANTA,E3,2023-06-24,ADMINIST,2020-11-05,3,32.03333333333333,961,F,CHIHUAHUA,Mexican,28,,Soltero,0,6243.5744940117875,Menos de 1 Año,Sí,VOLUNTARIA,31.62272,-106.39764
POS2858,QMM,S6,Exempt,32400,TRANSFERENCIA ENTRE PLANTA,E3,2023-06-25,ADMINIST,2018-10-11,5,57.26666666666665,1718,M,CHIHUAHUA,Mexican,35,,Soltero,0,9689.88794226329,Menos de 1 Año,No,VOLUNTARIA,31.63773333,-106.4504
POS538,VS9-ABS,S5,Direct,32551,NO REGRESO   NO DIO RAZÓN,DO,2023-06-26,JT031800,2023-01-05,0,5.733333333333334,172,F,CHIHUAHUA,Mexican,21,,Soltero,0,,Menos de 1 Año,No,VOLUNTARIA,,
POS1230,VS9-ABS,S5,Direct,32575,OTRO EMPLEO,DNO,2023-06-27,JS011500,2015-09-02,8,95.16666666666669,2855,M,CHIHUAHUA,Mexican,28,10+ Years,Soltero,1,6025.403146377439,10+ Años,No,VOLUNTARIA,31.61535,-106.3810634
POS1921,MFS,S5,Direct,32599,INSATISFACCIÓN PERSONAL,DO,2023-06-27,JS011500,2018-11-15,5,56.16666666666665,1685,F,COAHUILA,Mexican,36,,Casad,1,13593.46846802786,Menos de 1 Año,Sí,VOLUNTARIA,31.55363333,-106.4151273
POS1921,MFS,S5,Direct,32575,PROB PERSONALES Y FAM ,DO,2023-06-27,JS011500,2020-03-19,3,39.833333333333336,1195,F,OAXACA,Mexican,34,,Casad,2,6025.403146377439,Menos de 1 Año,Sí,VOLUNTARIA,31.61535,-106.3810634
POS1921,MFS,S5,Direct,32560,CAMBIO DE DOMICILIO,DO,2023-06-27,JF010600,2021-02-11,2,28.866666666666667,866,F,CHIHUAHUA,Mexican,21,10+ Years,Soltero,0,10674.237037613495,10+ Años,Sí,VOLUNTARIA,31.58701111,-106.4203889
POS1921,MFS,S5,Direct,32575,INSATISFACCIÓN PERSONAL,DO,2023-06-27,JS011500,2022-07-21,1,11.36666666666667,341,F,DURANGO,Mexican,32,,U-Libr,0,6025.403146377439,Menos de 1 Año,No,VOLUNTARIA,31.61535,-106.3810634
POS1380,MFS,S5,Direct,32575,PROB PERSONALES Y FAM ,DO,2023-06-27,JT031800,2022-09-22,1,9.26666666666667,278,F,CHIHUAHUA,Mexican,22,10+ Years,Soltero,0,6025.403146377439,10+ Años,No,VOLUNTARIA,31.61535,-106.3810634
POS1921,MFS,S5,Direct,32575,PROB PERSONALES Y FAM ,DO,2023-06-27,JT012324,2022-12-08,1,6.7,201,F,CHIHUAHUA,Mexican,30,2-3 Years,Sep,3,6025.403146377439,1-3 Años,No,VOLUNTARIA,31.61535,-106.3810634
POS538,VS9-ABS,S5,Direct,32590,ESTUDIOS,DO,2023-06-27,JT031800,2022-12-22,1,6.233333333333334,187,M,CHIHUAHUA,Mexican,18,10+ Years,Soltero,0,7616.7347145514395,10+ Años,Sí,VOLUNTARIA,31.60245833,-106.3884333
POS1323,VS5,S5,Direct,32575,PROB PERSONALES Y FAM ,DO,2023-06-27,JT012324,2023-01-12,0,5.533333333333334,166,F,CHIHUAHUA,Mexican,25,2-3 Years,Soltero,1,6025.403146377439,1-3 Años,No,VOLUNTARIA,31.61535,-106.3810634
POS538,VS1,S5,Direct,32575,PROB PERSONALES Y FAM ,DO,2023-06-27,JT031800,2023-02-09,0,4.6,138,F,CHIAPAS,Mexican,22,4,U-Libr,1,6025.403146377439,10+ Años,Sí,VOLUNTARIA,31.61535,-106.3810634
POS1921,MFS,S5,Direct,32575,INSATISFACCIÓN PERSONAL,DO,2023-06-27,JS011500,2018-01-11,5,66.43333333333334,1993,M,VERACRUZ,Mexican,28,,Casad,1,6025.403146377439,Menos de 1 Año,Sí,VOLUNTARIA,31.61535,-106.3810634
POS1921,MFS,S5,Direct,32599,INSATISFACCIÓN PERSONAL,DO,2023-06-27,JS011500,2017-07-20,6,72.26666666666668,2168,F,CHIHUAHUA,Mexican,38,,Casad,5,13593.46846802786,Menos de 1 Año,Sí,VOLUNTARIA,31.55363333,-106.4151273
POS2003,VS1-HOUS,S5,Direct,32576,MATERNIDAD,DO,2023-06-27,JF050600,2015-04-08,8,100.06666666666666,3002,F,CHIHUAHUA,Mexican,32,,Soltero,1,6376.805488828199,Menos de 1 Año,Sí,VOLUNTARIA,31.61711429,-106.3917643
POS1323,VS9-ABS,S5,Direct,32550,PROB PERSONALES Y FAM ,DO,2023-06-27,JS011500,2022-09-08,1,9.733333333333333,292,F,OAXACA,Mexican,20,1-2 Years ,Soltero,0,6212.976326401295,1-3 Años,Sí,VOLUNTARIA,31.62068,-106.3944
POS2858,QMM,S6,Exempt,32469,OTRO EMPLEO,E3,2023-06-30,ADMINIST,2018-02-01,5,65.83333333333331,1975,M,CHIHUAHUA,Mexican,29,,Soltero,0,7245.9872235330495,Menos de 1 Año,No,VOLUNTARIA,31.6787,-106.42748
POS454,TEF,S5,Indirect,32600,TRANSFERENCIA ENTRE PLANTA,DNO,2023-06-30,JF010600,2022-04-28,1,14.26666666666667,428,F,ZACATECAS,Mexican,24,,Soltero,0,18460.21130274533,Menos de 1 Año,No,VOLUNTARIA,31.5523,-106.49715
POS1323,VS7,S5,Direct,32215,TRA JUBILACIÓN,DO,2023-06-30,JT012324,2005-08-08,18,217.83333333333337,6535,F,CHIHUAHUA,Mexican,58,2-3 Years,Casad,3,18630.424750079987,1-3 Años,No,DESPIDO,31.724,-106.5366
POS1323,VS4,S5,Direct,32575,TRA JUBILACIÓN,DO,2023-06-30,JF010600,2005-10-24,18,215.26666666666665,6458,M,CHIHUAHUA,Mexican,55,,Casad,0,6025.403146377439,Menos de 1 Año,Sí,DESPIDO,31.61535,-106.3810634
POS2803,VS4,S5,Direct,32472,MUERTE NATURAL,DNO,2023-07-03,JT021800,2013-07-31,10,120.8,3624,M,CHIHUAHUA,Mexican,53,,Casad,3,5701.427952235059,Menos de 1 Año,No,DESPIDO,31.67891579,-106.4105737
POS1559,MFS,S5,Direct,32500,OTRO EMPLEO,DNO,2023-07-04,JT021800,2019-02-14,4,53.36666666666665,1601,M,CHIHUAHUA,Mexican,23,,Soltero,0,11616.135671000697,Menos de 1 Año,Sí,VOLUNTARIA,31.6284,-106.4681333
POS750,TEF,S5,Indirect,32583,OTRO EMPLEO,DNO,2023-07-04,ADMINIST,2019-08-08,4,47.53333333333333,1426,M,CHIHUAHUA,Mexican,26,,Soltero,0,9366.780562752461,Menos de 1 Año,No,VOLUNTARIA,31.60454,-106.42302
POS1323,VS9-ABS,S5,Direct,32575,CAMBIO DE DOMICILIO,DO,2023-07-04,JT012324,2020-10-15,3,33.066666666666656,992,F,CHIHUAHUA,Mexican,45,10+ Years,U-Libr,4,6025.403146377439,10+ Años,No,VOLUNTARIA,31.61535,-106.3810634
POS538,VS5,S5,Direct,32599,OTRO EMPLEO,DO,2023-07-04,JF060600,2021-01-05,2,30.333333333333325,910,F,CHIHUAHUA,Mexican,22,10+ Years,Soltero,0,13593.46846802786,10+ Años,Sí,VOLUNTARIA,31.55363333,-106.4151273
POS538,VS9-ABS,S5,Direct,32575,CAMBIO DE DOMICILIO,DO,2023-07-04,JT031800,2022-12-01,1,7.166666666666667,215,F,VERACRUZ,Mexican,31,8-9 Years,Casad,2,6025.403146377439,7-9 Años,No,VOLUNTARIA,31.61535,-106.3810634
POS1380,MFS,S5,Direct,32500,INSATISFACCIÓN PERSONAL,DO,2023-07-04,JF060600,2022-12-22,1,6.466666666666668,194,F,CHIHUAHUA,Mexican,21,10+ Years,Soltero,0,11616.135671000697,10+ Años,Sí,VOLUNTARIA,31.6284,-106.4681333
POS1380,MFS,S5,Direct,32695,INSATISFACCIÓN PERSONAL,DO,2023-07-04,JT031800,2023-01-05,0,6.0,180,F,VERACRUZ,Mexican,39,5,Casad,2,14766.084763351962,10+ Años,No,VOLUNTARIA,31.568878,-106.461794
POS1323,VS5,S5,Direct,32720,TRA AUSENTISMOS CONTINUOS,DO,2023-07-04,JS011500,2023-01-26,0,5.3,159,F,OAXACA,Mexican,18,,Soltero,0,22597.263960481483,Menos de 1 Año,Sí,DESPIDO,31.4892,-106.2308
POS1323,VS9-ABS,S5,Direct,32575,PROB PERSONALES Y FAM ,DO,2023-07-04,JS011500,2023-02-02,0,5.066666666666666,152,M,CHIHUAHUA,Mexican,20,6-7 Years,Soltero,0,6025.403146377439,7-9 Años,No,VOLUNTARIA,31.61535,-106.3810634
POS2939,VS7,S5,Direct,32590,NO REGRESO   NO DIO RAZÓN,DO,2023-07-05,JT012324,2023-05-25,0,1.3666666666666667,41,F,CHIHUAHUA,Mexican,31,7-8 Years,Soltero,1,7616.7347145514395,7-9 Años,No,VOLUNTARIA,31.60245833,-106.3884333
POS2939,VS7,S5,Direct,32575,NO REGRESO   NO DIO RAZÓN,DO,2023-07-05,JT012324,2023-05-25,0,1.3666666666666667,41,F,GUANAJUATO,Mexican,24,3-4 Years,Soltero,1,6025.403146377439,4-6 Años,Sí,VOLUNTARIA,31.61535,-106.3810634
POS1323,VS9-ABS,S5,Direct,32575,TRANSFERENCIA ENTRE PLANTA,DO,2023-07-07,JF010600,2023-03-02,0,4.233333333333334,127,M,CHIHUAHUA,Mexican,24,,Soltero,0,6025.403146377439,Menos de 1 Año,Sí,VOLUNTARIA,31.61535,-106.3810634
POS343,VS5,S6,Exempt,32543,TRA JUBILACIÓN,E3,2023-07-07,JS011500,2005-12-28,18,213.33333333333337,6400,M,CHIHUAHUA,Mexican,55,,Soltero,0,5547.035154748849,Menos de 1 Año,No,DESPIDO,31.66041538,-106.4113308
POS538,VS1,S5,Direct,32575,NO REGRESO   NO DIO RAZÓN,DO,2023-07-10,JT031800,2023-01-10,0,6.033333333333334,181,F,DURANGO,Mexican,25,,Soltero,0,6025.403146377439,Menos de 1 Año,No,VOLUNTARIA,31.61535,-106.3810634
POS538,VS7,S5,Direct,32696,NO REGRESO   NO DIO RAZÓN,DO,2023-07-10,JT031800,2023-06-01,0,1.3,39,M,VERACRUZ,Mexican,21,,Soltero,0,13940.636066402494,Menos de 1 Año,No,VOLUNTARIA,31.58021875,-106.46245
POS1380,MFS,S5,Direct,32575,NO REGRESO   NO DIO RAZÓN,DO,2023-07-10,JF060600,2016-12-21,7,79.73333333333332,2392,F,COAHUILA,Mexican,31,,Soltero,2,6025.403146377439,Menos de 1 Año,No,VOLUNTARIA,31.61535,-106.3810634
POS347,LOG,S5,Direct,32599,TRA LFT Y REGLAMENTO INT,DNO,2023-07-10,JF010600,2016-01-06,7,91.4,2742,M,CHIHUAHUA,Mexican,27,10+ Years,Casad,2,13593.46846802786,10+ Años,Sí,DESPIDO,31.55363333,-106.4151273
POS1921,MFS,S5,Direct,32590,INSATISFACCIÓN PERSONAL,DO,2023-07-11,JS011500,2019-09-26,4,46.13333333333333,1384,M,COAHUILA,Mexican,57,,Soltero,3,7616.7347145514395,Menos de 1 Año,Sí,VOLUNTARIA,31.60245833,-106.3884333
POS1323,VS9-ABS,S5,Direct,32575,CAMBIO DE DOMICILIO,DO,2023-07-11,JT012324,2020-10-15,3,33.3,999,F,ZACATECAS,Mexican,45,2-3 Years,Casad,3,6025.403146377439,1-3 Años,Sí,VOLUNTARIA,31.61535,-106.3810634
POS347,LOG,S5,Direct,32573,OTRO EMPLEO,DNO,2023-07-11,JF050600,2020-12-01,3,31.733333333333324,952,M,CHIHUAHUA,Mexican,24,10+ Years,Soltero,0,3268.0676311965644,10+ Años,Sí,VOLUNTARIA,31.64207,-106.37589
POS1559,MFS,S5,Direct,32310,CAMBIO DE DOMICILIO,DNO,2023-07-11,JF010600,2022-08-04,1,11.36666666666667,341,M,CHIHUAHUA,Mexican,27,10+ Years,Soltero,0,11664.474526091282,10+ Años,No,VOLUNTARIA,31.67046667,-106.475775
POS538,VS9-ABS,S5,Direct,32575,INSATISFACCIÓN PERSONAL,DO,2023-07-11,JT031800,2022-12-22,1,6.7,201,M,VERACRUZ,Mexican,32,10+ Years,Soltero,1,6025.403146377439,10+ Años,No,VOLUNTARIA,31.61535,-106.3810634
POS1323,VS5,S5,Direct,32540,TRA AUSENTISMOS CONTINUOS,DO,2023-07-11,JF010600,2023-01-19,0,5.766666666666668,173,F,CHIHUAHUA,Mexican,39,10+ Years,U-Libr,1,2694.2229076486906,10+ Años,Sí,DESPIDO,31.6829,-106.371
